Customer Name ,Name,Item,Description,Amount,Status,Sales Rep,Support End Date [NEW],Date,Completion Date ,Internal ID,Support Start Date  [New]
RCF Group,7939 RCF Group : Office AV Systems,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",4500,Closed,,12/31/2024,5/12/2023,11/20/2023,7585,11/20/2023
"Nationwide Children's Hospital, Inc.","7946 Nationwide Children's Hospital, Inc. : D Buildings Room-BoxSale",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",3584,Billed,Brian Moloney,10/31/2024,5/26/2023,10/26/2023,7690,10/26/2023
"Nationwide Children's Hospital, Inc.","7947 Nationwide Children's Hospital, Inc. : NCH - FOB 6C.1",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",750,Billed,Brian Moloney,10/31/2024,6/1/2023,9/28/2023,7712,9/28/2023
DAV,7983 DAV : 3 YR Support Contract,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",12500,Closed,PATRICK D FRIEND,8/31/2026,9/12/2023,9/20/2023,8584,9/20/2023
DAV,7983 DAV : 3 YR Support Contract,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",13125,Closed,PATRICK D FRIEND,8/31/2026,9/12/2023,9/20/2023,8584,9/20/2023
DAV,7983 DAV : 3 YR Support Contract,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",13781.25,Closed,PATRICK D FRIEND,8/31/2026,9/12/2023,9/20/2023,8584,9/20/2023
ASM Global Louisville : KFC Yum! Center,7988 ASM Global Louisville : KFC Yum! Center : Support Contract ('23-'24),Onsite Support - After Hours,,0,Closed,TOMMY  KINNAIRD,,5/16/2023,6/25/2024,7599,6/25/2024
ASM Global Louisville : KFC Yum! Center,7988 ASM Global Louisville : KFC Yum! Center : Support Contract ('23-'24),Standard Support Agreement,Standard Support Agreement Terms: * Priority Onsite Support (within 8 business hours; M-F: 8am to 5pm). * Tech Support by phone within 2 business hours (when applicable). * Bi-annual Preventative Maintenance Visits.  * Repairs of Faulty Equipment (excluding obsolete equipment). * Materials and/or repair parts  * Software Updates when applicable / necessary  * Provide loaner equipment when a piece goes out for repair (dependent on loaner equipment availability). * Unlimited End User Training  * Shipping coverage for equipment to/from manufacturer repair facilities.  * Provide proper recycling for covered equipment.,1500,Closed,TOMMY  KINNAIRD,,5/16/2023,6/25/2024,7599,6/25/2024
ASM Global Louisville : KFC Yum! Center,7988 ASM Global Louisville : KFC Yum! Center : Support Contract ('23-'24),Standard Support Agreement,Standard Support Agreement Terms: * Priority Onsite Support (within 8 business hours; M-F: 8am to 5pm). * Tech Support by phone within 2 business hours (when applicable). * Bi-annual Preventative Maintenance Visits.  * Repairs of Faulty Equipment (excluding obsolete equipment). * Materials and/or repair parts  * Software Updates when applicable / necessary  * Provide loaner equipment when a piece goes out for repair (dependent on loaner equipment availability). * Unlimited End User Training  * Shipping coverage for equipment to/from manufacturer repair facilities.  * Provide proper recycling for covered equipment.,1500,Closed,TOMMY  KINNAIRD,,5/16/2023,6/25/2024,7599,6/25/2024
ASM Global Louisville : KFC Yum! Center,7988 ASM Global Louisville : KFC Yum! Center : Support Contract ('23-'24),Standard Support Agreement,Standard Support Agreement Terms: * Priority Onsite Support (within 8 business hours; M-F: 8am to 5pm). * Tech Support by phone within 2 business hours (when applicable). * Bi-annual Preventative Maintenance Visits.  * Repairs of Faulty Equipment (excluding obsolete equipment). * Materials and/or repair parts  * Software Updates when applicable / necessary  * Provide loaner equipment when a piece goes out for repair (dependent on loaner equipment availability). * Unlimited End User Training  * Shipping coverage for equipment to/from manufacturer repair facilities.  * Provide proper recycling for covered equipment.,3500,Closed,TOMMY  KINNAIRD,,5/16/2023,6/25/2024,7599,6/25/2024
Hillman Group,7996 Hillman Group : 3YR SUPPORT - Training Room Cincinnati Office,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",5180,Pending Fulfillment,ROCKY PANGALLO,5/24/2026,5/24/2023,5/30/2023,7673,5/30/2023
Indiana Economic Development Corporation,8011 Indiana Economic Development Corporation : PNC Center,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",0,Closed,Whitney Turso,,7/12/2023,7/3/2024,7975,7/3/2024
Indiana Economic Development Corporation,8011 Indiana Economic Development Corporation : PNC Center,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",0,Closed,Whitney Turso,,7/12/2023,7/3/2024,7975,7/3/2024
Indiana Economic Development Corporation,8011 Indiana Economic Development Corporation : PNC Center,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",0,Closed,Whitney Turso,,7/12/2023,7/3/2024,7975,7/3/2024
Indiana Economic Development Corporation,8011 Indiana Economic Development Corporation : PNC Center,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",0,Closed,Whitney Turso,,7/12/2023,7/3/2024,7975,7/3/2024
Indiana Economic Development Corporation,8011 Indiana Economic Development Corporation : PNC Center,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",0,Closed,Whitney Turso,,7/12/2023,7/3/2024,7975,7/3/2024
OneBridge,8014-Cafe OneBridge : Indy Cafe Area,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",1600,Closed,ANDREA  NICHOLSON,9/30/2026,7/14/2023,8/30/2023,8004,8/30/2023
OneBridge,8014-Logi OneBridge : Indy Conference Room,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",1600,Closed,ANDREA  NICHOLSON,9/30/2026,7/14/2023,8/30/2023,8003,8/30/2023
OneBridge,8014-Offices OneBridge : 8017-Offices,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",400,Closed,ANDREA  NICHOLSON,9/30/2026,7/14/2023,8/30/2023,8005,8/30/2023
Group 1001,8032 Group 1001 : CEO Office,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",310.01,Partially Fulfilled,Whitney Turso,7/31/2026,5/31/2023,6/19/2023,7709,6/19/2023
Group 1001,8033 Group 1001 : Microphone for Cafe,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",716,Partially Fulfilled,Whitney Turso,8/31/2026,5/31/2023,7/11/2023,7711,7/11/2023
THE SUMMIT HOTEL,8055 THE SUMMIT HOTEL : SUMMIT HOTEL EVAUATION/SERVICE,Onsite Support,Onsite Troubleshooting,2000,Pending Billing,RICHARD T EARLY,,6/21/2023,8/22/2023,7840,8/22/2023
THE SUMMIT HOTEL,8055 THE SUMMIT HOTEL : SUMMIT HOTEL EVAUATION/SERVICE,Onsite Support,Onsite Troubleshooting,0,Pending Billing,RICHARD T EARLY,,6/21/2023,8/22/2023,7840,8/22/2023
Wendy's,8061 Wendy's : Wendy's HQ Support Agreement,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",39000,Pending Fulfillment,Brian Moloney,8/31/2025,3/15/2024,,10158,
Wendy's,8061 Wendy's : Wendy's HQ Support Agreement,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",1950,Pending Fulfillment,Brian Moloney,8/31/2025,3/15/2024,,10158,
KROGER COMPANY,8903 KROGER COMPANY : Kroger FC Support,Kroger MTR Support-Tier 3,Microsoft Team Room support-Tier 3 for Kroger installations. Description of services is outlined in attachment.,969296.43,Billed,PATRICK D FRIEND,,5/24/2023,,7677,
Endress & Hauser,8931 Endress & Hauser : MTR Renovations -All,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",2600,Closed,ANDREA  NICHOLSON,3/30/2027,9/8/2023,9/25/2024,8571,9/25/2024
Endress & Hauser,8931 Endress & Hauser : MTR Renovations -All,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",14500,Closed,ANDREA  NICHOLSON,3/30/2027,9/8/2023,9/25/2024,8571,9/25/2024
Endress & Hauser,8931 Endress & Hauser : MTR Renovations -All,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",5600,Closed,ANDREA  NICHOLSON,3/30/2027,9/8/2023,9/25/2024,8571,9/25/2024
Endress & Hauser,8931 Endress & Hauser : MTR Renovations -All,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",9600,Closed,ANDREA  NICHOLSON,3/30/2027,9/8/2023,9/25/2024,8571,9/25/2024
Endress & Hauser,8931 Endress & Hauser : MTR Renovations -All,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",2800,Closed,ANDREA  NICHOLSON,3/30/2027,9/8/2023,9/25/2024,8571,9/25/2024
Endress & Hauser,8931 Endress & Hauser : MTR Renovations -All,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",420,Closed,ANDREA  NICHOLSON,3/30/2027,9/8/2023,9/25/2024,8571,9/25/2024
SCI REMC,8939-1 SCI REMC : Boardroom refresh,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",1920,Billed,Brian Moloney,1/31/2027,8/4/2023,12/12/2023,8206,12/12/2023
Miami University,8944 Miami University : RDB 104 Zoom,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",2500,Partially Fulfilled,BRAD  COOPER,10/31/2027,8/19/2024,12/6/2024,10921,12/6/2024
ALO Property Group,8990-2 ALO Property Group : Conference Room 220,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",1425,Billed,ANDREA  NICHOLSON,1/31/2027,11/9/2023,1/30/2024,9074,1/30/2024
The National Bank of Indianapolis,9020-V2 The National Bank of Indianapolis : 7th Fl Board Room,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",9000,Pending Billing/Partially Fulfilled,Whitney Turso,5/31/2027,4/1/2024,,10287,
The National Bank of Indianapolis,9020-V2 The National Bank of Indianapolis : 7th Fl Board Room,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",292,Partially Fulfilled,Whitney Turso,5/31/2027,10/24/2024,,10287,
Advanced Acceleration Applications - A Novartis Company,9135 Advanced Acceleration Applications - A Novartis Company : Indy RLT -  Rooms,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",1600,Billed,ANDREA  NICHOLSON,10/31/2027,9/15/2023,,8630,
Advanced Acceleration Applications - A Novartis Company,9135 Advanced Acceleration Applications - A Novartis Company : Indy RLT -  Rooms,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",1600,Closed,ANDREA  NICHOLSON,10/31/2027,9/15/2023,,8630,
Advanced Acceleration Applications - A Novartis Company,9135 Advanced Acceleration Applications - A Novartis Company : Indy RLT -  Rooms,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",3920,Billed,ANDREA  NICHOLSON,10/31/2027,9/15/2023,,8630,
Franciscan Alliance,"9160 Franciscan Alliance : Quote: 1040 Sierra Drive - Greenwood, IN",Onsite Support,Onsite Troubleshooting,580,Closed,ANDREA  NICHOLSON,,7/6/2023,7/13/2023,7869,7/13/2023
Kokosing Construction Company,9197 Kokosing Construction Company : Fredericktown Training Center Screen Upgrade,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",1885,Partially Fulfilled,ANDREA  NICHOLSON,12/31/2026,9/26/2023,11/22/2023,8717,11/22/2023
American Structurepoint,9204 American Structurepoint : Support Agreement 2023-2024,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",7500,Pending Fulfillment,ANDREA  NICHOLSON,10/31/2025,6/30/2023,,7894,
The Salvation Army- Louisville,9205 The Salvation Army- Louisville : Louisville AV- MTR/AVLAN,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",19994.41,Closed,Lauren  Pruitt,10/31/2026,7/17/2023,,8022,
Group 1001,9206 Group 1001 : Conference Room Upgrades,Onsite Support,Onsite Troubleshooting,312.5,Billed,Whitney Turso,,2/12/2024,,9859,
Merchants Bank,9207 Merchants Bank : Merchants HQ2,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",91480,Pending Fulfillment,Brian Moloney,,12/19/2024,,12785,
RJE,9217 RJE : Walker Conference room Control Panel disconnected,Onsite Support,Onsite Troubleshooting,145,Closed,ANDREA  NICHOLSON,,7/5/2023,7/10/2023,7909,7/10/2023
Travel + Leisure Co.,9218 Travel + Leisure Co. : RCI Presentation Center Troubleshooting,Onsite Support,Onsite Troubleshooting,250,Closed,Brian Moloney,,7/12/2023,6/11/2024,7910,6/11/2024
WILMINGTON MUNICIPAL BUILDING,9245-S WILMINGTON MUNICIPAL BUILDING : Chamber of Commerce Upgrades,Onsite Support,Onsite Troubleshooting,3480,Billed,BRITTANY MULLINS,,12/1/2023,3/19/2024,9278,3/19/2024
"CINCINNATI BENGALS, INC.","9302 CINCINNATI BENGALS, INC. : 2023 Coach to Coach Communication for Game Days",Onsite Support,Onsite Troubleshooting,35000,Pending Fulfillment,PATRICK D FRIEND,,7/12/2023,1/30/2024,7970,1/30/2024
KROGER COMPANY,9312 KROGER COMPANY : FC-7 Motorola-Security Support Contract,Kroger MTR Support-Tier 3,Microsoft Team Room support-Tier 3 for Kroger installations. Description of services is outlined in attachment.,54000,Billed,PATRICK D FRIEND,,7/19/2023,1/23/2024,8064,1/23/2024
Norton Healthcare,9315 Norton Healthcare : 225 Exec Boardroom,Onsite Support,Onsite Troubleshooting,1000,Billed,BRAD  COOPER,,7/17/2023,9/22/2023,7987,9/22/2023
Norton Healthcare,9315 Norton Healthcare : 225 Exec Boardroom,Onsite Support,Onsite Troubleshooting,2062.5,Billed,BRAD  COOPER,,7/17/2023,9/22/2023,7987,9/22/2023
"Nationwide Children's Hospital, Inc.","9346 Nationwide Children's Hospital, Inc. : NCH - Education 138",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",3000,Billed,Brian Moloney,2/28/2025,8/29/2023,1/30/2024,8464,1/30/2024
"Nationwide Children's Hospital, Inc.","9347 Nationwide Children's Hospital, Inc. : NCH - Education 054",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",3000,Billed,Brian Moloney,1/31/2025,8/29/2023,12/12/2023,8465,12/12/2023
"Nationwide Children's Hospital, Inc.","9348 Nationwide Children's Hospital, Inc. : NCH - 00702 - Small huddle room",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",383.5,Billed,Brian Moloney,12/31/2024,9/25/2023,11/8/2023,8702,11/8/2023
Norton Healthcare,9369 Norton Healthcare : Support- Norton Healthcare,Onsite Support,Onsite Troubleshooting,290,Billed,TOMMY  KINNAIRD,,10/4/2023,,8061,
Norton Healthcare,9369 Norton Healthcare : Support- Norton Healthcare,Onsite Support,Onsite Troubleshooting,580,Billed,TOMMY  KINNAIRD,,12/19/2023,,8061,
Norton Healthcare,9369 Norton Healthcare : Support- Norton Healthcare,Onsite Support,Onsite Troubleshooting,725,Billed,TOMMY  KINNAIRD,,2/19/2024,,8061,
Norton Healthcare,9369 Norton Healthcare : Support- Norton Healthcare,Onsite Support,Onsite Troubleshooting,435,Billed,TOMMY  KINNAIRD,,4/10/2024,,8061,
Norton Healthcare,9369 Norton Healthcare : Support- Norton Healthcare,Onsite Support,Onsite Troubleshooting,725,Billed,BRAD  COOPER,,7/26/2024,,8061,
KROGER COMPANY,9372 KROGER COMPANY : FC-7 Motorola-Security Support Contract,Kroger FC/DC camera/access control support,"* Priority Onsite Support (within 8 business hours; M-F: 8am to 5pm). * Remote Tech Support by phone within 2 business hours (when applicable). * Annual Preventative Maintenance Visit  *Repairs and/or Replacements of Faulty Equipment (excluding obsolete equipment). * Materials and/or repairs parts  *Software Updates when applicable / necessary  *Provide loaner equipment for covered systems (dependent on loaner equipment availability). *Unlimited End User Training  *Shipping coverage for equipment to/from manufacturer repair facilities.  *Provide proper recycling for covered equipment. *Contract is good for 3 years, effective 1/1/2023-1/1/2026. Paid annually at renewal.",72000,Billed,PATRICK D FRIEND,,7/19/2023,1/23/2024,8065,1/23/2024
KROGER COMPANY,9385 KROGER COMPANY : FC-2 MTR Support,Kroger MTR Support-Tier 3,Microsoft Team Room support-Tier 3 for Kroger installations. Description of services is outlined in attachment.,54000,Billed,PATRICK D FRIEND,,7/20/2023,1/23/2024,8078,1/23/2024
KROGER COMPANY,9386 KROGER COMPANY : FC-2 Security Support Contract,Kroger FC/DC camera/access control support,"* Priority Onsite Support (within 8 business hours; M-F: 8am to 5pm). * Remote Tech Support by phone within 2 business hours (when applicable). * Annual Preventative Maintenance Visit  *Repairs and/or Replacements of Faulty Equipment (excluding obsolete equipment). * Materials and/or repairs parts  *Software Updates when applicable / necessary  *Provide loaner equipment for covered systems (dependent on loaner equipment availability). *Unlimited End User Training  *Shipping coverage for equipment to/from manufacturer repair facilities.  *Provide proper recycling for covered equipment. *Contract is good for 3 years, effective 1/1/2023-1/1/2026. Paid annually at renewal.",72000,Billed,PATRICK D FRIEND,,7/20/2023,1/23/2024,8079,1/23/2024
Canaan Christian Church,9398 Canaan Christian Church : Service-Canaan Christian Church,Onsite Support,Onsite Troubleshooting,125,Billed,Doug Woosley,,7/26/2023,12/15/2023,8093,12/15/2023
"CINCINNATI BENGALS, INC.","9399 CINCINNATI BENGALS, INC. : Cincy Music Festival 2023",Onsite Support,Onsite Troubleshooting,2500,Billed,PATRICK D FRIEND,,7/23/2023,7/23/2023,8095,7/23/2023
ST. PAUL LUTHERAN CHURCH,944 ST. PAUL LUTHERAN CHURCH : ST. PAUL LUTHERAN CHURCH,Onsite Support,Onsite Troubleshooting,300,Billed,RICHARD T EARLY,,4/9/2021,6/15/2021,2879,6/15/2021
OhioHealth,9454v2.5 OhioHealth : Room Scheduling Panels,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",2960,Pending Fulfillment,Kory Young,,6/18/2024,,11051,
Columbus Metropolitan Library,9456 Columbus Metropolitan Library : CML 23-014,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",0,Closed,ANDREA  NICHOLSON,,9/6/2023,6/11/2024,8558,6/11/2024
United Way Greater Cincinnati,9509 United Way Greater Cincinnati : Convening Center: Video Distribution & Wireless,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",14000,Billed,BRAD  COOPER,4/20/2025,10/25/2023,5/17/2024,8481,5/17/2024
KROGER COMPANY,9515 KROGER COMPANY : Nashville Video Wall-Transportation,Kroger MTR Support-Tier 3,Microsoft Team Room support-Tier 3 for Kroger installations. Description of services is outlined in attachment.,4500,Partially Fulfilled,PATRICK D FRIEND,,9/13/2023,8/12/2024,8605,8/12/2024
Guide Point,9572 Guide Point : Office Display Swap,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",0,Billed,ANDREA  NICHOLSON,,8/16/2023,8/30/2023,8344,8/30/2023
Trimedx,9573 Trimedx : Trimedx Support Agreement (Block of hours),Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",15000,Pending Fulfillment,ERIC  BROWN,8/31/2024,8/31/2023,12/12/2024,8497,12/12/2024
Indiana University,9574 Indiana University : Ernie Pyle Support Agreement,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",10000,Pending Fulfillment,ANDREA  NICHOLSON,,8/25/2023,,8431,
